Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
BEP,Chrome 62.0.3202.75,,2017-11-06 13:15:07,2017-11-06 13:19:56,4m - 48.799s,FAILED
,,,,,,
Test Cases/BEP/TC_All_Recall,Chrome 62.0.3202.75,,2017-11-06 13:15:08,2017-11-06 13:15:45,37.173s,FAILED
callTestCase,Chrome 62.0.3202.75,,2017-11-06 13:15:09,2017-11-06 13:15:45,36.220s,FAILED
,,,,,,
Test Cases/BEP/TC_CreateBEP_EmailOutput_SendEmail_CreateECR,Chrome 62.0.3202.75,,2017-11-06 13:15:45,2017-11-06 13:16:17,31.788s,FAILED
callTestCase,Chrome 62.0.3202.75,,2017-11-06 13:15:45,2017-11-06 13:16:17,31.401s,FAILED
,,,,,,
Test Cases/BEP/TC_CreateBEP_EmailOutput_SendEmail_NoECR,Chrome 62.0.3202.75,,2017-11-06 13:16:17,2017-11-06 13:16:48,30.891s,FAILED
callTestCase,Chrome 62.0.3202.75,,2017-11-06 13:16:17,2017-11-06 13:16:48,30.424s,FAILED
,,,,,,
Test Cases/BEP/TC_CreateBEP_EmailOutput_SkipEmail_CreateECR,Chrome 62.0.3202.75,,2017-11-06 13:16:48,2017-11-06 13:17:18,29.967s,FAILED
callTestCase,Chrome 62.0.3202.75,,2017-11-06 13:16:48,2017-11-06 13:17:18,29.675s,FAILED
,,,,,,
Test Cases/BEP/TC_CreateBEP_EmailOutput_SkipEmail_NOECR,Chrome 62.0.3202.75,,2017-11-06 13:17:18,2017-11-06 13:17:47,28.885s,FAILED
callTestCase,Chrome 62.0.3202.75,,2017-11-06 13:17:18,2017-11-06 13:17:47,28.654s,FAILED
,,,,,,
Test Cases/BEP/TC_CreateBEP_NoroutingToRL,Chrome 62.0.3202.75,,2017-11-06 13:17:47,2017-11-06 13:18:18,31.222s,FAILED
callTestCase,Chrome 62.0.3202.75,,2017-11-06 13:17:47,2017-11-06 13:18:18,31.008s,FAILED
,,,,,,
Test Cases/BEP/TC_Create_BEP_EmailOutput,Chrome 62.0.3202.75,,2017-11-06 13:18:18,2017-11-06 13:19:09,51.118s,FAILED
com.helper.commonfunct.utilities.login,Chrome 62.0.3202.75,,2017-11-06 13:18:18,2017-11-06 13:18:32,13.621s,PASSED
com.helper.commonfunct.BEP_CommonMethod.EstimateEmailOutput,Chrome 62.0.3202.75,,2017-11-06 13:18:32,2017-11-06 13:19:09,37.482s,FAILED
,,,,,,
Test Cases/BEP/TC_Create_BEP_NoOutput,Chrome 62.0.3202.75,,2017-11-06 13:19:09,2017-11-06 13:19:41,31.874s,FAILED
com.helper.commonfunct.utilities.login,Chrome 62.0.3202.75,,2017-11-06 13:19:09,2017-11-06 13:19:23,14.061s,PASSED
com.helper.commonfunct.BEP_CommonMethod.EstimateNoOutput,Chrome 62.0.3202.75,,2017-11-06 13:19:23,2017-11-06 13:19:41,17.798s,FAILED
,,,,,,
Test Cases/BEP/TC_RD_RL_Reject,Chrome 62.0.3202.75,,2017-11-06 13:19:41,2017-11-06 13:19:47,6.230s,FAILED
callTestCase,Chrome 62.0.3202.75,,2017-11-06 13:19:41,2017-11-06 13:19:47,6.006s,FAILED
,,,,,,
Test Cases/BEP/TC_RLMeetingRequest_CancelMeeting,Chrome 62.0.3202.75,,2017-11-06 13:19:48,2017-11-06 13:19:51,3.965s,FAILED
callTestCase,Chrome 62.0.3202.75,,2017-11-06 13:19:48,2017-11-06 13:19:51,3.592s,FAILED
,,,,,,
Test Cases/BEP/TC_Withdraw,Chrome 62.0.3202.75,,2017-11-06 13:19:52,2017-11-06 13:19:55,3.622s,FAILED
callTestCase,Chrome 62.0.3202.75,,2017-11-06 13:19:52,2017-11-06 13:19:55,3.308s,FAILED
